id,cuisine
42228,moroccan
36264,irish
14571,greek
23496,chinese
43879,mexican
23431,indian
5499,cajun_creole
247,russian
48795,indian
47113,moroccan
489,brazilian
13036,korean
4838,chinese
40630,indian
17576,moroccan
29972,japanese
8123,japanese
35918,mexican
42669,cajun_creole
24632,chinese
35740,mexican
45670,brazilian
28041,filipino
46688,vietnamese
10309,vietnamese
15367,indian
30562,irish
47151,moroccan
47300,vietnamese
31200,mexican
5749,japanese
41807,russian
13990,mexican
23572,greek
872,russian
38085,korean
5248,korean
26309,indian
26880,mexican
41559,jamaican
8059,brazilian
26041,vietnamese
30019,moroccan
7207,moroccan
30309,russian
2092,irish
8023,korean
4016,jamaican
24631,french
35068,russian
8523,spanish
28463,moroccan
8629,brazilian
43829,jamaican
22129,russian
34505,thai
38200,korean
36513,vietnamese
32187,greek
7788,irish
31130,filipino
40483,italian
2224,cajun_creole
14143,japanese
22889,indian
17406,thai
10451,filipino
19844,cajun_creole
23416,greek
33874,italian
39951,cajun_creole
41361,mexican
44659,moroccan
8836,moroccan
21709,indian
22993,brazilian
39191,southern_us
17182,mexican
20507,korean
42397,filipino
18897,spanish
3797,thai
11041,brazilian
807,filipino
3514,spanish
12936,korean
15050,irish
43377,cajun_creole
10471,thai
30721,mexican
14333,japanese
6260,chinese
7712,brazilian
19048,french
21455,mexican
18575,cajun_creole
47647,southern_us
35947,mexican
14499,italian
43525,british
5723,greek
48497,greek
43822,mexican
525,british
30594,mexican
47948,brazilian
2099,jamaican
43863,mexican
24711,vietnamese
15230,japanese
21680,indian
36218,mexican
41622,filipino
34809,cajun_creole
5110,brazilian
27214,moroccan
34803,korean
36822,moroccan
6912,vietnamese
20373,british
29157,italian
6327,indian
35502,spanish
8305,southern_us
35598,french
48538,vietnamese
49358,japanese
44506,mexican
39146,indian
29270,russian
20560,filipino
24169,brazilian
41537,irish
10431,french
31517,brazilian
34049,filipino
26964,korean
49655,greek
9101,russian
30377,italian
7046,indian
47969,mexican
18971,british
38891,southern_us
29506,vietnamese
40305,cajun_creole
21255,thai
15578,mexican
24894,brazilian
32089,filipino
46097,filipino
40982,french
12543,spanish
38366,french
32925,spanish
17506,vietnamese
48389,british
41804,korean
9961,vietnamese
24939,indian
39599,russian
45838,mexican
48875,indian
25531,chinese
3009,brazilian
31965,southern_us
16901,greek
13370,french
2954,korean
40353,italian
8207,indian
10933,chinese
38206,indian
14110,brazilian
19128,italian
32616,indian
27748,mexican
31858,southern_us
20510,mexican
17602,vietnamese
35665,japanese
46589,japanese
8178,mexican
34880,moroccan
42527,mexican
29682,filipino
32166,vietnamese
30343,russian
15385,cajun_creole
18372,thai
29211,french
23269,filipino
4561,vietnamese
27365,mexican
49032,japanese
22064,moroccan
12060,korean
47834,southern_us
25815,jamaican
34036,thai
19326,chinese
44078,thai
31090,japanese
17485,mexican
708,irish
5350,filipino
29754,brazilian
18309,french
46871,russian
27300,french
41890,mexican
49548,southern_us
11392,russian
1354,thai
48819,southern_us
19097,jamaican
42113,greek
24060,vietnamese
25849,southern_us
4543,cajun_creole
25306,brazilian
41966,italian
48719,brazilian
48191,vietnamese
8826,brazilian
42703,mexican
16083,greek
26613,brazilian
28088,french
39965,jamaican
36239,korean
4322,moroccan
9951,french
3045,irish
28585,moroccan
39841,italian
25913,mexican
39715,vietnamese
23135,spanish
47022,indian
24160,indian
18619,italian
12574,thai
22681,thai
33692,cajun_creole
538,mexican
22118,thai
21890,moroccan
36340,french
27973,brazilian
12870,mexican
22564,korean
35063,french
7000,russian
11318,brazilian
47001,italian
11395,chinese
23507,jamaican
47242,french
48957,greek
17721,russian
25138,russian
47438,moroccan
47162,french
42459,greek
6486,cajun_creole
24116,vietnamese
31596,chinese
38887,filipino
10665,jamaican
13712,southern_us
2633,chinese
35784,french
45204,french
46722,southern_us
34949,brazilian
35321,thai
46430,jamaican
34431,spanish
30890,russian
42132,filipino
15702,thai
47719,moroccan
45160,italian
20600,french
10800,greek
30479,greek
9457,cajun_creole
26571,thai
42942,southern_us
36635,mexican
43617,thai
16911,vietnamese
122,cajun_creole
22340,russian
37007,moroccan
23595,italian
25233,moroccan
5503,korean
47338,thai
44695,vietnamese
7141,spanish
14564,brazilian
19655,brazilian
35326,brazilian
35922,japanese
28171,jamaican
1322,jamaican
14923,japanese
42344,mexican
16380,mexican
15233,indian
8338,filipino
41014,moroccan
30440,mexican
23043,japanese
20788,cajun_creole
14375,brazilian
1184,vietnamese
34280,british
46171,cajun_creole
31834,thai
14759,indian
15855,vietnamese
6662,italian
15056,greek
34873,jamaican
20089,southern_us
20015,cajun_creole
18402,italian
6418,brazilian
1454,vietnamese
14070,vietnamese
26424,japanese
27349,brazilian
26459,korean
13151,french
12264,moroccan
18366,french
46851,korean
18954,italian
39858,korean
43500,british
21656,russian
10505,vietnamese
5313,indian
28951,japanese
19961,indian
1795,british
9917,irish
26180,mexican
9726,greek
47689,italian
7866,mexican
41625,mexican
35160,jamaican
4430,southern_us
39082,irish
46186,indian
11988,brazilian
24177,vietnamese
31849,irish
41194,spanish
36968,mexican
42330,thai
36791,korean
19704,greek
4933,mexican
4255,mexican
37105,irish
35848,mexican
17416,cajun_creole
39066,japanese
36270,cajun_creole
24406,jamaican
20517,spanish
27630,mexican
19670,russian
4685,italian
45260,italian
378,japanese
40841,irish
27632,japanese
12193,mexican
38047,mexican
10170,italian
25043,japanese
23851,vietnamese
14743,korean
13294,spanish
26466,korean
32002,french
37526,cajun_creole
8888,brazilian
38945,russian
38546,moroccan
38869,russian
10556,mexican
3296,french
25977,mexican
32025,mexican
44087,italian
32762,mexican
824,irish
44636,cajun_creole
542,korean
38218,french
41930,brazilian
1987,greek
37378,southern_us
8873,italian
1513,korean
44013,indian
38042,japanese
11576,jamaican
24510,french
823,spanish
23443,vietnamese
34870,thai
3846,brazilian
14993,french
16854,mexican
5886,spanish
33793,cajun_creole
2999,brazilian
20843,brazilian
29153,thai
33790,moroccan
16516,french
37887,italian
18466,japanese
48033,spanish
45404,moroccan
4175,mexican
31986,italian
38555,japanese
26832,korean
19810,brazilian
49086,irish
39579,cajun_creole
25551,jamaican
42549,greek
22052,mexican
45632,greek
4143,mexican
11310,greek
32839,japanese
48171,chinese
22896,cajun_creole
10878,moroccan
31643,mexican
47624,thai
35141,brazilian
13498,brazilian
24566,moroccan
16533,french
15437,mexican
19426,greek
32416,thai
2427,italian
9178,southern_us
40606,moroccan
28450,chinese
7946,italian
21756,moroccan
17843,jamaican
44066,brazilian
7427,chinese
11297,russian
42965,moroccan
23067,french
35066,vietnamese
27938,greek
39075,greek
20200,jamaican
19823,french
12336,chinese
34714,thai
45388,italian
25639,greek
33985,russian
25524,thai
19641,chinese
11106,korean
22165,greek
35412,greek
23475,japanese
1570,spanish
12815,spanish
37253,southern_us
16900,italian
7701,british
49391,brazilian
1132,french
13051,mexican
2284,vietnamese
21410,russian
25604,greek
45746,thai
35911,southern_us
26608,korean
16991,french
40657,mexican
47960,russian
38408,cajun_creole
1295,vietnamese
40139,russian
38538,british
26420,spanish
10326,thai
5181,mexican
18210,indian
3241,brazilian
27062,cajun_creole
41527,thai
45484,brazilian
38755,russian
47246,greek
164,russian
723,moroccan
299,russian
1519,cajun_creole
34077,filipino
45254,japanese
34760,mexican
11154,thai
26274,italian
15081,moroccan
45100,mexican
1417,irish
32083,indian
29971,irish
17679,southern_us
36539,indian
34975,spanish
4633,mexican
10321,mexican
35565,moroccan
26919,chinese
9549,italian
31863,cajun_creole
22053,greek
19443,moroccan
18540,greek
23354,greek
13859,cajun_creole
23904,vietnamese
6675,italian
18595,brazilian
12967,japanese
17283,southern_us
23211,mexican
14358,jamaican
31398,moroccan
42650,italian
25258,jamaican
18457,vietnamese
11810,jamaican
9499,jamaican
11943,vietnamese
6810,vietnamese
34323,french
23296,korean
45927,greek
45196,french
19917,japanese
20210,moroccan
41629,japanese
39907,italian
4956,mexican
37058,brazilian
20859,filipino
3315,french
4401,spanish
21361,cajun_creole
44164,french
26391,moroccan
47771,italian
44140,moroccan
43739,moroccan
12481,southern_us
12292,thai
15965,indian
23409,thai
39005,korean
2774,thai
14529,korean
16926,russian
26890,brazilian
9663,british
43052,vietnamese
24193,irish
5476,french
10048,greek
1981,mexican
12194,chinese
22202,russian
7626,japanese
37365,brazilian
44144,thai
37723,russian
47194,brazilian
30827,brazilian
33108,japanese
2075,cajun_creole
6326,italian
11083,mexican
30311,vietnamese
45371,spanish
18232,japanese
9768,korean
6648,cajun_creole
35650,cajun_creole
23013,french
6669,mexican
42670,brazilian
18155,cajun_creole
44622,vietnamese
28426,mexican
23743,mexican
14176,brazilian
9576,italian
36577,spanish
16671,italian
22964,thai
16424,british
47225,british
17565,moroccan
36401,filipino
30314,spanish
32982,jamaican
21866,french
1475,british
13053,irish
33983,russian
24051,irish
22800,jamaican
16561,korean
2740,russian
219,spanish
48737,moroccan
2164,russian
13579,greek
71,spanish
12420,mexican
35209,mexican
11472,jamaican
43172,chinese
24927,jamaican
37102,moroccan
10743,british
27874,jamaican
9565,italian
21419,chinese
767,vietnamese
28308,chinese
37605,greek
9558,japanese
31527,russian
2419,filipino
7541,chinese
11400,greek
23487,french
8087,russian
21906,british
48830,mexican
37328,brazilian
45490,italian
9710,greek
16153,spanish
39537,brazilian
13923,jamaican
8120,cajun_creole
12923,cajun_creole
1556,filipino
6871,greek
34201,brazilian
36146,russian
33170,irish
20082,brazilian
26517,russian
15214,cajun_creole
34092,cajun_creole
40902,cajun_creole
44452,moroccan
2083,filipino
44897,southern_us
17850,french
26693,greek
19618,japanese
35589,indian
46084,cajun_creole
17256,mexican
47570,brazilian
32796,moroccan
27047,moroccan
39487,greek
130,thai
17627,cajun_creole
29072,spanish
1108,russian
22666,southern_us
41630,cajun_creole
27289,spanish
42299,cajun_creole
36078,russian
7098,russian
46999,vietnamese
28791,korean
39576,spanish
2447,spanish
22449,russian
23828,southern_us
5660,russian
47460,korean
17912,cajun_creole
12288,cajun_creole
44037,russian
20875,spanish
6500,korean
13813,mexican
4907,moroccan
38186,spanish
9816,spanish
8170,jamaican
21681,brazilian
42384,italian
35366,indian
34244,indian
35421,jamaican
33457,mexican
28026,russian
38122,jamaican
21362,french
42253,jamaican
21994,british
34457,filipino
40229,mexican
10181,japanese
38257,spanish
40992,cajun_creole
15617,french
34754,thai
45459,italian
31295,cajun_creole
44977,british
18322,japanese
23257,brazilian
10084,brazilian
16445,thai
10594,vietnamese
26828,greek
47643,chinese
49680,thai
27446,italian
8731,brazilian
37341,indian
42241,japanese
13669,french
21403,jamaican
688,mexican
23894,thai
35753,italian
44692,brazilian
235,mexican
20982,cajun_creole
10166,mexican
2187,greek
5022,southern_us
49037,french
44478,french
8912,thai
8919,brazilian
23856,southern_us
14647,mexican
48870,filipino
14377,mexican
18548,british
39591,british
46746,italian
31926,spanish
10159,vietnamese
11342,japanese
32421,cajun_creole
19969,french
3029,russian
39565,spanish
7426,cajun_creole
20624,greek
4385,french
18761,cajun_creole
46710,irish
46241,british
14208,moroccan
29323,brazilian
40663,russian
32391,mexican
9506,spanish
35402,french
48796,russian
4657,vietnamese
2404,brazilian
36923,irish
41762,spanish
19344,chinese
19876,italian
39452,irish
19209,indian
35461,indian
5784,southern_us
40345,brazilian
24765,italian
25563,brazilian
40680,mexican
36932,cajun_creole
28106,mexican
12717,brazilian
40100,greek
6960,filipino
20724,korean
24433,french
32118,vietnamese
22353,mexican
23040,thai
46246,spanish
36642,cajun_creole
21579,southern_us
24073,southern_us
16775,thai
24732,jamaican
24221,french
33300,british
34971,thai
19777,greek
24337,spanish
24709,korean
28557,italian
8963,brazilian
31515,mexican
22575,filipino
11011,mexican
42030,italian
48012,chinese
13623,korean
49552,mexican
5702,chinese
3847,greek
34221,greek
4312,jamaican
35834,brazilian
11849,greek
38290,thai
3064,southern_us
30099,russian
37354,spanish
27877,japanese
45642,spanish
10629,brazilian
17557,mexican
3725,mexican
49507,french
5560,moroccan
42239,indian
29559,thai
46028,russian
26523,mexican
28313,thai
32502,indian
43610,brazilian
35563,spanish
22160,jamaican
11258,mexican
36220,japanese
15974,filipino
30449,indian
29676,indian
29951,vietnamese
2268,spanish
36813,cajun_creole
28096,mexican
40471,cajun_creole
6545,brazilian
33598,moroccan
22338,spanish
41918,thai
2133,mexican
42259,korean
11056,mexican
7034,italian
17040,filipino
35238,brazilian
46155,thai
23356,italian
3909,japanese
22107,mexican
1656,southern_us
9302,korean
19473,greek
13566,russian
23424,cajun_creole
4139,brazilian
15970,spanish
47732,southern_us
37251,russian
44870,vietnamese
9773,french
2131,brazilian
6381,spanish
9613,korean
47364,japanese
34376,chinese
26408,filipino
4763,jamaican
18982,mexican
2766,filipino
19247,korean
13462,japanese
19678,brazilian
22814,moroccan
18582,cajun_creole
3124,vietnamese
19347,greek
8812,cajun_creole
22037,mexican
15423,southern_us
35960,cajun_creole
49336,brazilian
1255,mexican
17646,irish
20631,cajun_creole
19492,cajun_creole
22895,moroccan
18607,british
34569,chinese
48356,french
12252,brazilian
21071,greek
22458,brazilian
19585,british
15597,irish
15038,brazilian
20028,mexican
29764,mexican
17206,brazilian
40901,mexican
37954,vietnamese
16933,thai
42657,spanish
21846,chinese
33834,cajun_creole
25873,moroccan
5938,filipino
34762,brazilian
39835,spanish
5805,indian
13914,chinese
45924,moroccan
41460,japanese
37287,french
25059,french
34872,mexican
7524,chinese
10427,jamaican
8014,spanish
14740,jamaican
24329,filipino
38514,thai
12665,thai
24655,italian
7078,filipino
15995,greek
15861,cajun_creole
30662,southern_us
17836,russian
2078,russian
3600,filipino
46302,japanese
28375,spanish
34839,thai
18345,cajun_creole
23205,french
34763,italian
26692,southern_us
10317,vietnamese
11767,brazilian
36881,japanese
33468,chinese
20669,cajun_creole
18159,brazilian
22891,french
39588,greek
35941,japanese
15981,mexican
26013,chinese
5076,korean
1573,italian
39380,brazilian
13845,irish
35146,russian
32924,brazilian
9567,greek
35203,british
39666,greek
17786,vietnamese
21936,italian
8668,chinese
41339,irish
32268,spanish
29706,cajun_creole
42032,mexican
8105,brazilian
11218,british
7159,brazilian
47817,russian
1572,jamaican
38720,cajun_creole
14780,mexican
31839,moroccan
6501,cajun_creole
39533,cajun_creole
22820,british
9619,southern_us
14025,brazilian
19697,greek
5370,jamaican
32639,brazilian
15249,brazilian
47776,moroccan
48134,brazilian
24141,filipino
4117,chinese
20578,brazilian
47585,irish
20326,brazilian
43932,jamaican
29704,chinese
12447,brazilian
38117,vietnamese
2684,greek
25371,spanish
25518,filipino
27083,french
16073,indian
45667,cajun_creole
44188,brazilian
44888,southern_us
41594,italian
1061,filipino
6536,irish
31586,jamaican
9792,moroccan
40395,thai
24861,spanish
32253,indian
31082,french
19298,southern_us
6600,japanese
46939,cajun_creole
6092,chinese
36600,spanish
45979,cajun_creole
46910,southern_us
14174,irish
10609,cajun_creole
28647,greek
19066,indian
16803,greek
49114,jamaican
14664,russian
39670,russian
4583,thai
31121,british
12589,jamaican
22551,brazilian
11817,cajun_creole
22003,moroccan
42091,french
45966,spanish
6811,southern_us
2711,italian
44757,jamaican
5349,british
30294,indian
48944,british
44048,spanish
411,moroccan
44998,korean
18078,vietnamese
48533,southern_us
16485,vietnamese
32939,irish
11808,spanish
23059,korean
16466,cajun_creole
7315,brazilian
13178,indian
2751,indian
41395,mexican
20534,irish
12111,british
38708,french
37481,spanish
28048,brazilian
13123,spanish
2174,korean
17190,cajun_creole
25756,mexican
38180,moroccan
26892,greek
23757,japanese
8553,moroccan
36272,vietnamese
35224,jamaican
5203,brazilian
23565,russian
31420,moroccan
43491,vietnamese
38773,cajun_creole
15223,indian
17763,russian
24528,italian
21704,southern_us
45329,brazilian
48876,jamaican
3741,mexican
47710,italian
9182,jamaican
13782,cajun_creole
3369,korean
11985,brazilian
39817,filipino
26869,greek
37461,indian
24217,irish
2474,moroccan
45929,french
12768,brazilian
924,cajun_creole
13258,russian
7955,indian
37056,cajun_creole
17934,spanish
5843,indian
46881,italian
4049,vietnamese
24173,french
4683,italian
32612,japanese
11314,mexican
13550,mexican
2483,japanese
9573,greek
34113,korean
37865,filipino
36951,brazilian
4703,moroccan
10734,indian
40444,jamaican
44334,russian
35991,greek
34020,spanish
3743,chinese
18305,korean
7877,french
10606,russian
30584,brazilian
9266,japanese
35196,mexican
41070,mexican
25930,filipino
48564,brazilian
14213,thai
6618,mexican
18479,cajun_creole
10279,british
30750,filipino
45701,french
22947,thai
6467,indian
16365,indian
7184,greek
23270,mexican
41805,cajun_creole
7537,indian
18616,korean
42857,indian
37906,irish
16846,jamaican
573,irish
26657,british
12408,russian
38232,moroccan
33447,russian
40227,cajun_creole
35760,filipino
1385,irish
47866,italian
30871,russian
22604,korean
39397,moroccan
38782,jamaican
45343,italian
26112,jamaican
10209,italian
31702,jamaican
37943,korean
23471,russian
3529,vietnamese
46794,italian
16626,mexican
32361,korean
20932,cajun_creole
11183,indian
33661,greek
12681,mexican
2450,spanish
23979,cajun_creole
18465,italian
28234,greek
47449,mexican
33869,indian
4924,cajun_creole
18862,vietnamese
30556,thai
35762,french
7396,brazilian
21232,brazilian
18299,moroccan
35468,jamaican
42838,southern_us
33972,cajun_creole
46021,vietnamese
1627,brazilian
28873,filipino
38927,mexican
25262,korean
19152,russian
11061,korean
27000,cajun_creole
37396,chinese
47358,mexican
47825,cajun_creole
24681,irish
37706,russian
44056,southern_us
38298,french
30788,irish
36144,italian
21792,southern_us
31745,cajun_creole
15104,cajun_creole
30589,vietnamese
14235,indian
2608,russian
34828,cajun_creole
3282,greek
4336,brazilian
25666,jamaican
17831,jamaican
17008,french
35845,jamaican
19494,southern_us
30797,japanese
33763,japanese
19950,british
23089,russian
32074,chinese
49640,russian
8403,thai
15879,cajun_creole
7949,moroccan
31483,korean
32928,japanese
27647,southern_us
34616,spanish
21113,french
41599,cajun_creole
23924,chinese
36335,italian
36194,filipino
10980,mexican
45999,brazilian
3943,filipino
188,russian
5799,moroccan
20964,southern_us
2716,russian
5464,italian
17640,greek
39437,irish
14835,vietnamese
3094,british
14826,british
30173,cajun_creole
37811,italian
22363,korean
6369,southern_us
26850,mexican
48887,italian
44405,russian
21477,mexican
32697,japanese
38843,mexican
20076,moroccan
26429,mexican
35648,filipino
41794,cajun_creole
22100,greek
30216,brazilian
17656,filipino
17317,greek
4928,greek
43965,italian
6404,russian
12274,chinese
6651,brazilian
40406,italian
40933,russian
23419,brazilian
37867,brazilian
28834,greek
23912,jamaican
4791,mexican
36354,korean
32298,cajun_creole
44577,japanese
48859,korean
32485,brazilian
8394,spanish
7708,italian
38385,brazilian
22622,vietnamese
29716,vietnamese
44462,mexican
9422,southern_us
22499,mexican
36,cajun_creole
434,greek
5479,cajun_creole
42420,brazilian
47346,irish
44568,spanish
38650,greek
19191,greek
22848,irish
17886,mexican
6036,irish
38608,russian
12890,korean
15709,brazilian
13125,british
48454,italian
36627,irish
47884,italian
28,russian
45365,french
40795,southern_us
17651,thai
1530,spanish
17604,vietnamese
4700,mexican
24972,filipino
23525,southern_us
7092,greek
43757,mexican
4808,brazilian
7249,southern_us
27589,irish
47523,brazilian
44244,french
10383,vietnamese
37285,mexican
21332,japanese
7311,greek
28052,moroccan
31653,italian
1740,moroccan
5484,southern_us
41406,mexican
41907,cajun_creole
46515,mexican
38392,russian
15925,japanese
5094,brazilian
31816,italian
35713,brazilian
31296,moroccan
41640,french
22419,moroccan
47874,vietnamese
6570,italian
6936,brazilian
34063,cajun_creole
34141,chinese
44572,southern_us
28425,cajun_creole
38481,mexican
18955,greek
46466,mexican
5692,irish
39836,mexican
33718,greek
36250,russian
286,indian
29766,italian
20541,japanese
31173,russian
46440,russian
23905,french
37232,russian
8517,french
21249,cajun_creole
32700,cajun_creole
22845,cajun_creole
45461,russian
1307,filipino
30010,brazilian
21646,mexican
28148,greek
26450,jamaican
16602,mexican
9928,russian
27063,chinese
22273,cajun_creole
12744,indian
28272,italian
30350,jamaican
23362,cajun_creole
13645,moroccan
16942,cajun_creole
34970,vietnamese
27829,brazilian
38058,mexican
13256,thai
31859,italian
43027,russian
22235,korean
2933,spanish
45981,cajun_creole
11460,spanish
33770,cajun_creole
24399,greek
8006,russian
48885,korean
42585,moroccan
40160,mexican
45541,korean
22410,vietnamese
26226,vietnamese
4591,moroccan
5457,spanish
39085,mexican
24040,mexican
6576,vietnamese
34310,southern_us
27350,chinese
9968,thai
2464,british
27952,chinese
43388,mexican
33143,spanish
28083,vietnamese
15927,mexican
10255,southern_us
8011,chinese
5195,vietnamese
36015,vietnamese
40910,french
11309,brazilian
47556,cajun_creole
27958,filipino
27198,spanish
643,french
40853,moroccan
15815,korean
2063,french
19827,russian
33443,italian
44632,korean
26773,vietnamese
3203,thai
32873,filipino
24806,thai
45942,spanish
1324,russian
32526,japanese
48093,korean
48942,moroccan
8845,french
11546,greek
44358,jamaican
3209,cajun_creole
10553,italian
44430,french
44712,italian
16351,japanese
44644,greek
31670,jamaican
49147,southern_us
19750,brazilian
48121,chinese
22722,brazilian
9910,russian
14236,spanish
48341,filipino
23190,vietnamese
20362,mexican
44794,brazilian
39419,korean
13526,french
42270,brazilian
37208,spanish
33824,greek
29953,italian
16387,filipino
37672,southern_us
1868,russian
24984,chinese
47128,spanish
44303,jamaican
20318,chinese
7513,cajun_creole
13261,moroccan
19259,russian
31103,russian
24037,french
29984,irish
28159,british
5318,brazilian
23962,mexican
2084,greek
41793,british
18960,italian
17025,brazilian
15510,brazilian
36832,japanese
20643,italian
4154,mexican
10510,chinese
45117,southern_us
43403,cajun_creole
42471,japanese
6942,italian
33309,brazilian
6689,cajun_creole
48687,italian
9880,greek
25590,jamaican
21842,brazilian
27151,japanese
565,korean
21740,thai
42399,italian
35928,greek
47060,russian
43147,indian
16625,greek
16769,brazilian
12515,jamaican
14731,moroccan
11658,brazilian
